Genome	sample_41_nodup RPKM
GCF_000626635.1_ASM62663v1	0
GCF_000155875.1_ASM15587v1	0
GCF_001717525.1_ASM171752v1	0
GCF_001858005.1_ASM185800v1	0
GCF_000473955.1__oprFasNSB1	0
GCF_000242195.1_Erys_bact_21_3_V1	0
GCF_000702125.1_ASM70212v1	0
GCF_002208045.1_SJD12	0.124313466
GCF_000238695.1_Tannerella_sp_6_1_58FAA_CT1_V1	0
GCF_000403495.2_Lach_bact_10-1_V1	0
GCF_900155655.1_Prevotella_ihuae	0
GCF_000157955.1_ASM15795v1	0.1392787
GCF_000711825.1_ASM71182v1	0
GCF_000154825.1_ASM15482v1	0.13997848
GCF_900103815.1_IMG-taxon_2657245269_annotated_assembly	0
GCF_000327285.1_ASM32728v1	0
GCF_000621605.1_ASM62160v1	0
GCF_001688845.2_ASM168884v2	0
GCF_001481725.1_ASM148172v1	0
GCF_001535605.1_ASM153560v1	0
GCF_001078555.1_Parabacteroides_sp_D26_V1	0
GCF_000702205.1_ASM70220v1	0.11061559
GCF_000191805.1_Lach_bact_4_1_37FAA_V1	0
GCF_900104615.1_PRJEB16353	0
GCF_900113595.1_IMG-taxon_2657245270_annotated_assembly	0.12028376
GCF_000297735.1_Bact_frag_HMW_615_V1	0.050505247
GCF_900049235.1_C.symbiosum_MappedAssembly	0
GCF_000195315.1_ASM19531v1	0.5599995
GCF_001814145.1_ASM181414v1	0
GCF_001466305.1_ASM146630v1	0
GCF_000467855.2_ASM46785v2	1.3933749
GCF_000162275.1_ASM16227v1	0
GCF_900114405.1_IMG-taxon_2654588176_annotated_assembly	0
GCF_000307375.1_Para_john_CL02T12C29_V1	0
GCF_000424365.1_ASM42436v1	16.244732
GCF_002218725.1_ASM221872v1	0
GCF_000424445.1_ASM42444v1	0
GCF_900128445.1_PRJEB18031	0.28028232
GCF_000209385.2_Lach_bact_2_1_46_FAA_V2	0.41907334
GCF_000312145.1_ASM31214v1	0
GCF_000022065.1_ASM2206v1	0.13161986
GCF_000273295.1_Bact_vulg_CL09T03C04_V1	0
GCF_900113415.1_IMG-taxon_2651870359_annotated_assembly	0
GCF_900018625.1_13566_1_59	0
GCF_002003555.1_ASM200355v1	0
GCF_002218605.1_ASM221860v1	0
GCF_900106755.1_IMG-taxon_2693429916_annotated_assembly	0
GCF_000312405.1_ASM31240v1	0
GCF_000493455.1_LhCIRMBIA951V1	3.4385436
GCF_900103685.1_IMG-taxon_2623620481_annotated_assembly	0
GCF_000424345.1_ASM42434v1	0
GCF_000209425.1_Lach_bact_6_1_63FAA_V1	0
GCF_000218445.1_Lach_bact_1_1_57FAA_V1	0
GCF_900128485.1_PRJEB18048	1.2552638
GCF_000312445.1_ASM31244v1	0
GCF_000154065.1_ASM15406v1	0
GCF_000970735.1_ASM97073v1	0
GCF_000331995.1_ASM33199v1	0.04158849
GCF_900095795.1_E5A	0
GCF_900101325.1_IMG-taxon_2596583543_annotated_assembly	0
GCF_000177015.3_Rumi_bact_D16_V2	0
GCF_002549775.1_ASM254977v1	0
GCF_900128905.1_IMG-taxon_2695420932_annotated_assembly	0
GCF_000426505.1_ASM42650v1	0
GCF_000235505.1_Clos_hath_WAL_18680_V1	0
GCF_900116075.1_IMG-taxon_2654588129_annotated_assembly	0.30705875
GCF_000220255.1_ASM22025v1	0
GCF_000745455.1_ASM74545v1	0
GCF_000239295.1_ASM23929v1	0
GCF_001436185.1_ASM143618v1	0.28706685
GCF_001998765.1_ASM199876v1	0.35135847
GCF_000155915.2_Lacto_jensenii_1153_V2	0.6926669
GCF_000010505.1_ASM1050v1	0.14687441
GCF_000621465.1_ASM62146v1	0
GCF_000156535.1_ASM15653v1	0
GCF_000411355.1_Copr_sp_HPP0048_V1	0
GCF_000224655.1_Bilophila_sp_4_1_30_V1	0
GCF_000439125.1_ASM43912v1	0.060947508
GCF_000424405.1_ASM42440v1	2.539561
GCF_002222595.2_ASM222259v2	0
GCF_000427365.1_ASM42736v1	0
GCF_000371545.1_Clos_clos_90A6_V1	0.048542242
GCF_000218365.1_Bacteroides_sp_1_1_30_V1	0
GCF_001078425.1_Clos_bolt_WAL_14578_V1	0
GCF_000242155.1_Lach_bact_7_1_58FAA_V1	0
GCF_900157295.1_11A	0.35183764
GCF_001592745.1_ASM159274v1	0
GCF_001682215.1_ASM168221v1	0
GCF_900176335.1_IMG-taxon_2588254267_annotated_assembly	0
GCF_002217985.1_ASM221798v1	96.64251
GCF_000297755.1_Bact_frag_HMW_616_V1	0
GCF_900102515.1_IMG-taxon_2593339224_annotated_assembly	0.4141914
GCF_000466505.1_ASM46650v1	0
GCF_000364265.1_Para_sp_ASF519_V1	0
GCF_000160135.1_ASM16013v1	0
GCF_000159875.2_Bact_sp_1_1_6_V2	0
GCF_000698925.1_ASM69892v1	0
GCF_002754155.1_ASM275415v1	0.16028744
GCF_000273055.1_Bact_dore_CL02T12C06_V1	0
GCF_000373705.1_ASM37370v1	0
GCF_000493555.1_LhCIRMBIA101V1	1.5112807
GCF_900100595.1_IMG-taxon_2593339217_annotated_assembly	0
GCF_900104565.1_PRJEB16354	0
GCF_001429415.1_Root670	1.1192855
GCF_900115735.1_IMG-taxon_2623620519_annotated_assembly	0
GCF_900109475.1_IMG-taxon_2606217762_annotated_assembly	0.12473319
GCF_001815865.1_ASM181586v1	0
GCF_000621865.1_ASM62186v1	0
GCF_000701625.1_ASM70162v1	0
GCF_001412315.1_ASM141231v1	0
GCF_001702095.1_ASM170209v1	7.6380215
GCF_001815315.1_ASM181531v1	0
GCF_000187895.1_ASM18789v1	0
GCF_000318195.2_ASM31819v2	0.1927015
GCF_000701545.1_ASM70154v1	0
GCF_000156495.1_ASM15649v1	0
GCF_000209405.1_Lach_bact_3_1_46FAA_V1	0
GCF_000154465.1_ASM15446v1	0
GCF_000154365.1_ASM15436v1	0
GCF_000934625.1_ASM93462v1	1.1220262
GCF_001185345.1_ASM118534v2	0
GCF_000349885.2_ASM34988v2	0.040564813
GCF_000622125.1_ASM62212v1	0
GCF_001244995.1_Intestinimonas_massiliensis	0
GCF_000382445.1_Bact_mass_DSM_17679_V1	0
GCF_000185605.1_ASM18560v1	0
GCF_000403825.2_Para_gold_dnLKV18_V1	0
GCF_002763575.1_ASM276357v1	0
GCF_900184975.1_Chimpanzee_2_2.fnasta	0
GCF_000424325.1_ASM42432v1	0
GCF_900142165.1_IMG-taxon_2585428171_annotated_assembly	0.68905604
GCF_000234155.1_Clos_clos_2_1_49FAA_V1	0.10350211
GCF_000159615.1_ASM15961v1	0
GCF_001547855.1_ASM154785v1	0.03154852
GCF_000429285.1_ASM42928v1	0
GCF_000381365.1_Bact_saly_DSM_18765_V1	0.10746917
GCF_900157255.1_ATCC49417	0.20185715
GCF_900115355.1_IMG-taxon_2623620483_annotated_assembly	1.0729104
GCF_000467835.1_ASM46783v1	0.37605897
GCF_000428565.1_ASM42856v1	0
GCF_000621285.1_ASM62128v1	0
GCF_900096725.1_TFUB4	0
GCF_900129135.1_IMG-taxon_2585428044_annotated_assembly	0
GCF_000225705.1_Coll_tana_YIT_12063_V1	0.14044331
GCF_000371685.1_Clos_bolt_90B3_V1	0
GCF_000270085.1_ASM27008v1	0.31968114
GCF_900142955.1_IMG-taxon_2588253509_annotated_assembly	0.13934706
GCF_000331715.1_ASM33171v1	0
GCF_001704645.1_ASM170464v1	0.5623432
GCF_001561955.1_ASM156195v1	0.071920514
GCF_000413355.1_Prev_oral_HGA0225_V1	0
GCF_900107485.1_IMG-taxon_2599185206_annotated_assembly	0
GCF_000273235.1_Bact_saly_CL02T12C01_V1	0.029447658
GCF_000307395.1_Para_gold_CL02T12C30_V1	0
GCF_001435345.1_ASM143534v1	0
GCF_000383295.1_ASM38329v1	0
GCF_000396285.1_Ente_faec_B2867_V1	0
GCF_900101315.1_IMG-taxon_2593339257_annotated_assembly	0
GCF_000307475.1_Paraba_sp_D25_V1	0
GCF_000160095.1_ASM16009v1	0.5193241
GCF_000238835.1_ASM23883v1	0
GCF_002754015.1_ASM275401v1	0.199314
GCF_000622105.1_ASM62210v1	0
GCF_001282685.1_Niameyia_massiliensis	0
GCF_000403435.2_Osci_bact_1-3_V1	0.09970917
GCF_900199595.1_IMG-taxon_2623620511_annotated_assembly	0
GCF_000225685.1_Erys_bact_2_2_44A_V1	0
GCF_000307345.1_Para_merd_CL03T12C32_V1	0
GCF_000218465.1_Lach_bact_2_1_58FAA_V1	0
GCF_002206105.1_SJD11	0.16729218
GCF_900167005.1_IMG-taxon_2585428076_annotated_assembly	0
GCF_000158655.1_ASM15865v1	0
GCF_000218425.1_Lach_bact_5_1_57FAA	0.034919944
GCF_000365025.1_ASM36502v1	0
GCF_001953935.1_ASM195393v1	0
GCF_900108895.1_IMG-taxon_2654588144_annotated_assembly	0.035457876
GCF_900109435.1_IMG-taxon_2593339146_annotated_assembly	0
GCF_000424605.1_ASM42460v1	0
GCF_900112885.1_IMG-taxon_2593339256_annotated_assembly	0
GCF_002119605.1_ASM211960v1	0
GCF_001659745.1_ASM165974v1	0.8983763
GCF_002754075.1_ASM275407v1	0.16128543
GCF_001436965.1_ASM143696v1	0
GCF_000205165.1_ASM20516v1	0
GCF_002549945.1_ASM254994v1	0
GCF_900083545.1_PRJEB13794	0
GCF_000154305.1_ASM15430v1	0
GCF_000424125.1_ASM42412v1	0.24907087
GCF_900107545.1_IMG-taxon_2593339240_annotated_assembly	0.27913082
GCF_001678855.1_ASM167885v1	0.06994264
GCF_000158555.2_Erys_bact_D7_V2	0.1395372
GCF_000165775.1_ASM16577v3	1.0658237
GCF_000700805.1_ASM70080v1	0
GCF_000218385.1_Lach_bact_1_4_56FAA_V1	0
GCF_000273175.1_Bact_nord_CL02T12C05_V1	0
GCF_000318095.2_ASM31809v2	0
GCF_000091345.1_ASM9134v1	0
GCF_000297695.1_Bact_frag_HMW_610_V1	0
GCF_000467875.1_ASM46787v1	1.0813375
GCF_001692755.1_ASM169275v1	0
GCF_001244405.1_Eubacterium_massiliense	0
GCF_000154385.1_ASM15438v1	0.23684712
GCF_000621765.1_ASM62176v1	0
GCF_900119075.1_IMG-taxon_2593339237_annotated_assembly	0
GCF_000410615.1_ASM41061v1	0.2754543
GCF_900110975.1_IMG-taxon_2593339164_annotated_assembly	0
GCF_900097105.1_WK001	0
GCF_001580455.1_ASM158045v1	0.13999023
GCF_000469425.1_ASM46942v1	0
GCF_000156175.1_ASM15617v1	0
GCF_000270225.1_ASM27022v1	0.17659897
GCF_001647615.1_ASM164761v1	0
GCF_001454945.1_ASM145494v1	0.1133458
GCF_000425525.1_ASM42552v1	0
GCF_900106615.1_IMG-taxon_2651870364_annotated_assembly	0
GCF_001486665.1_Fournierella_massiliensis	0
GCF_900157345.1_AFR-5B1	0.2664189
GCF_000424465.1_ASM42446v1	0
GCF_000189615.1_Clos_symb_WAL_14673_V2	0
GCF_000190535.1_ASM19053v1	0
GCF_000621425.1_ASM62142v1	0
GCF_900155425.1_PRJEB18759	0
GCF_900103495.1_IMG-taxon_2593339220_annotated_assembly	0
GCF_000398925.1_Buty_pull_1_20_V1	0
GCF_001062165.1_ASM106216v1	0
GCF_001594285.1_ASM159428v1	0.21773751
GCF_000210575.1_ASM21057v1	0
GCF_000311925.1_ASM31192v1	0
GCF_002754035.1_ASM275403v1	0.1650503
GCF_900107835.1_IMG-taxon_2657244910_annotated_assembly	0
GCF_001881565.1_ASM188156v1	0
GCF_000157015.1_ASM15701v1	0
GCF_001721925.1_ASM172192v1	0.34695175
GCF_000379945.1_ASM37994v1	0
GCF_900157275.1_84-3	0.23569478
GCF_900096945.1_IMG-taxon_2675903067_annotated_assembly	0
GCF_000212375.1_ASM21237v1	0
GCF_000723745.2_PRJEB6027_Urmite	0
GCF_900104675.1_PRJEB16361	0.823723
GCF_900112155.1_IMG-taxon_2593339152_annotated_assembly	0
GCF_001274615.1_ASM127461v1	0.5117829
GCF_000769385.1_ASM76938v1	0
GCF_000193395.1_ASM19339v1	0
GCF_900067125.1_ASM90006712v1	0.13980724
GCF_900143195.1_501571.5	0
GCF_000424145.1_ASM42414v1	0
GCF_000158335.2_Bact_dorei_5_1_36_D4_V2	0
GCF_900107785.1_IMG-taxon_2654588140_annotated_assembly	0.09438626
GCF_000209465.1_Lach_bact_F0167_V1	0
GCF_000144405.1_ASM14440v1	0
GCF_000184945.1_ASM18494v1	1.3938922
GCF_001553405.1_ASM155340v1	0
GCF_900129995.1_IMG-taxon_2585428077_annotated_assembly	0.13931873
GCF_000423945.1_ASM42394v1	0.032117836
GCF_900110635.1_IMG-taxon_2593339258_annotated_assembly	0
GCF_900109715.1_IMG-taxon_2595698239_annotated_assembly	0
GCF_000157995.1_ASM15799v1	0
GCF_000237085.1_ASM23708v1	0.32708454
GCF_000296385.1_Clos_bact_OBRC5-5_V1	0
GCF_001997325.1_ASM199732v1	0.04138951
GCF_000403195.1_Bact_mass_dnLKV3_V1	0
GCF_900111185.1_IMG-taxon_2623620520_annotated_assembly	0.08888337
GCF_000379925.1_ASM37992v1	0
GCF_900108555.1_IMG-taxon_2593339145_annotated_assembly	0
GCF_000403235.1_Bact_vulg_dnLKV7_V1	0
GCF_000391985.1_Ente_faec_9731349-1_V1	0
GCF_002550015.1_ASM255001v1	0
GCF_000162175.1_ASM16217v1	0
GCF_000259235.1_ASM25923v1	0
GCF_900109005.1_IMG-taxon_2617270830_annotated_assembly	0
GCF_002763745.1_ASM276374v1	0
GCF_001546595.1_ASM154659v1	0
GCF_001750685.1_ASM175068v1	0
GCF_900120395.1_PRJEB18035	0.27998638
GCF_000702685.1_ASM70268v1	0
GCF_000245055.1_ASM24505v1	0
GCF_000178835.2_ASM17883v2	0
GCF_001578635.1_ASM157863v1	0
GCF_000424265.1_ASM42426v1	0
GCF_900100105.1_IMG-taxon_2593339210_annotated_assembly	0
GCF_000967245.1_ASM96724v1	8.669228
GCF_000020605.1_ASM2060v1	0
GCF_001553145.1_ASM155314v1	0
GCF_001704315.1_ASM170431v1	0.32317775
GCF_000746155.1_ASM74615v1	0
GCF_900113005.1_IMG-taxon_2663762719_annotated_assembly	0
GCF_900120005.1_PRJEB18022	0
GCF_000154505.1_ASM15450v1	0.10607607
GCF_000467795.1_ASM46779v1	3.0676754
GCF_900101295.1_IMG-taxon_2606217764_annotated_assembly	0
GCF_000701765.1_ASM70176v1	0
GCF_900086725.1_PRJEB13908	0
GCF_001318345.1_ASM131834v1	0
GCF_900070325.1_SD1D	0
GCF_900167105.1_IMG-taxon_2582581320_annotated_assembly	0
GCF_001535595.1_ASM153559v1	0
GCF_000020225.1_ASM2022v1	0
GCF_900111355.1_IMG-taxon_2634166323_annotated_assembly	0
GCF_002000665.1_ASM200066v1	0
GCF_000424105.1_ASM42410v1	0
GCF_000702085.1_ASM70208v1	0
GCF_000186105.1_Bacteroides_sp_3_1_40A_V1	0
GCF_000424285.1_ASM42428v1	0
GCF_000424005.1_ASM42400v1	0.13783197
GCF_000424525.1_ASM42452v1	0
GCF_000467815.1_ASM46781v1	0.22660281
GCF_000144625.1_ASM14462v1	0
GCF_000739415.1_ASM73941v1	0.21060446
GCF_900129025.1_IMG-taxon_2695420943_annotated_assembly	0
GCF_000969835.1_Para_gold_DSM_19448_V1	0
GCF_000307455.1_Para_dist_CL03T12C09_V1	0
GCF_000686965.1_ASM68696v1	0
GCF_000160035.2_ASM16003v2	0.047686227
GCF_000156515.1_ASM15651v1	0
GCF_000371605.1_Clos_clos_90A1_V1	0.04560307
GCF_000971515.1_ASM97151v1	0
GCF_002232035.1_ASM223203v1	0
GCF_002218965.1_ASM221896v1	0
GCF_002754135.1_ASM275413v1	0.29420036
GCF_900021155.1_CHCKI003	0.13767771
GCF_000424085.1_ASM42408v1	0
GCF_002079925.1_ASM207992v1	0
GCF_001652145.1_ASM165214v1	0.2817425
GCF_000006625.1_ASM662v1	0
GCF_000333595.1_ASM33359v1	0
GCF_900109965.1_IMG-taxon_2593339260_annotated_assembly	0
GCF_000210615.1_ASM21061v1	0
GCF_900109635.1_IMG-taxon_2623620522_annotated_assembly	0
GCF_002706705.1_ASM270670v1	6.4632673
GCF_000162535.1_ASM16253v1	0
GCF_000261025.1_ASM26102v1	0
GCF_000621505.1_ASM62150v1	0
GCF_001261775.1_Anaeromassilibacillus_senegalense	0.27992663
GCF_900112085.1_IMG-taxon_2651870361_annotated_assembly	0
GCF_000145035.1_ASM14503v1	0
GCF_900184995.1_PRJEB20927	0
GCF_000745845.1_ASM74584v1	0.13909718
GCF_000174895.1_ASM17489v1	0
GCF_900130025.1_IMG-taxon_2585428081_annotated_assembly	0
GCF_000382465.1_Bact_sp_HPS0048_V1	0.12322666
GCF_000539515.1_Stap_aure_LAMC0001_V1	0
GCF_900102235.1_IMG-taxon_2593339165_annotated_assembly	0
GCF_000243015.1_Prev_macu_OT_289_V1	4.551533
GCF_900169975.1_PRJEB20005	0
GCF_001578575.1_ASM157857v1	0
GCF_000196175.1_ASM19617v1	0
GCF_001636135.1_ASM163613v1	0
GCF_000702265.1_ASM70226v1	0
GCF_001297745.1_ASM129774v1	0.20576927
GCF_900102595.1_IMG-taxon_2623620521_annotated_assembly	0
GCF_001678845.1_ASM167884v1	0.13988526
GCF_002201495.1_ASM220149v1	0
GCF_000153925.1_ASM15392v1	0
GCF_000621925.1_ASM62192v1	0.057407327
GCF_000424565.1_ASM42456v1	0.1347796
GCF_900167215.1_IMG-taxon_2585428116_annotated_assembly	0
GCF_001717135.1_ASM171713v1	0
GCF_002091975.1_ASM209197v1	3.3070514
GCF_000273155.1_Bact_frag_CL07T12C05_V1	0.031287264
GCF_000746015.1_ASM74601v1	0
GCF_001580115.1_ASM158011v1	0
GCF_000424425.1_ASM42442v1	1.7959709
GCF_900184965.1_Mouse_2_MG.fnasta	0.27300456
GCF_900142645.1_IMG-taxon_2642422560_annotated_assembly	0
GCF_000403295.1_Lach_bact_M18-1_V1	0
GCF_001578555.1_ASM157855v1	0
GCF_000403335.2_Lach_bact_COE1_V1	0
GCF_001305595.1_ASM130559v1	0
GCF_000162415.1_ASM16241v1	0
GCF_000154105.1_ASM15410v1	0
GCF_900113655.1_IMG-taxon_2606217763_annotated_assembly	0
GCF_001487165.1_Blautia_massiliensis1	0
GCF_002078855.1_ASM207885v1	0
GCF_000157075.2_Bact_sp_9_1_42FAA_V2	0
GCF_000498675.1_ASM49867v1	0.41333508
GCF_000162015.1_ASM16201v1	0
GCF_900142265.1_IMG-taxon_2585428190_annotated_assembly	0.9394975
GCF_900107245.1_IMG-taxon_2593339158_annotated_assembly	0
GCF_000225345.1_ASM22534v1	0
GCF_000403255.1_Lach_bact_3-1_V1	0
GCF_000371485.1_Clos_clos_90B1_V1	0.041831322
GCF_000424485.1_ASM42448v1	0
GCF_002208725.1_ASM220872v1	0
