Genome	sample_6_nodup RPKM
GCF_900142105.1_IMG-taxon_2585428153_annotated_assembly	0
GCF_000018685.1_ASM1868v1	0
GCF_000468015.1_ASM46801v1	0
GCF_000166035.1_ASM16603v1	0
GCF_000312305.1_ASM31230v1	0
GCF_001314265.1_ASM131426v1	0.04195414
GCF_000426305.1_ASM42630v1	0.039871555
GCF_900111325.1_IMG-taxon_2593339159_annotated_assembly	0.070996515
GCF_000424305.1_ASM42430v1	0.039864816
GCF_000953535.1_E5B	0
GCF_001282705.1_Dorea_massiliensis	0
GCF_001436015.1_ASM143601v1	0
GCF_000403315.2_Lach_bact_A2_V1	0
GCF_002180435.1_14207_7_48	0.06694733
GCF_000333275.1_ASM33327v1	0
GCF_900102065.1_IMG-taxon_2593339154_annotated_assembly	0
GCF_900101965.1_IMG-taxon_2675903020_annotated_assembly	0
GCF_002079325.1_ASM207932v1	0
GCF_000233955.1_ASM23395v1	0
GCF_000621825.1_ASM62182v1	1.2748481
GCF_001697285.1_ASM169728v1	0
GCF_900104335.1_IMG-taxon_2593339244_annotated_assembly	0.08243183
GCF_900101835.1_IMG-taxon_2634166305_annotated_assembly	0
GCF_000371565.1_Clos_clos_90A4_V1	0.122328825
GCF_000766005.1_ASM76600v1	1.6668887
GCF_000371405.1_Clos_clos_CM201_V1	0.10273865
GCF_001808555.1_ASM180855v1	4.75908
GCF_000234055.1_Prev_hist_F0411_V1	0
GCF_900196675.1_F2_97	0
GCF_900107575.1_IMG-taxon_2593339166_annotated_assembly	0.030856397
GCF_000374585.1_ASM37458v1	0
GCF_900103235.1_IMG-taxon_2593339151_annotated_assembly	0.05782327
GCF_000273725.1_Bact_cacc_CL03T12C61_V1	0
GCF_000163055.2_ASM16305v2	0
GCF_900184885.1_MOUSE_M89_JASPER.fnasta	0.076947175
GCF_002204455.1_ASM220445v1	0.077330135
GCF_900157265.1_A7A1-28	0.07707942
GCF_000507805.1_Rumi_gnav_CC55_001C_V1	0
GCF_900113995.1_IMG-taxon_2593339255_annotated_assembly	0
GCF_900096735.1_TFUB20	0
GCF_900109655.1_IMG-taxon_2651870358_annotated_assembly	0
GCF_000154345.1_ASM15434v1	0
GCF_900106845.1_PRJEB14233	0
GCF_002549905.1_ASM254990v1	0
GCF_000404205.1_ASM40420v1	0.043994334
GCF_000621405.1_ASM62140v1	0
GCF_000621845.1_ASM62184v1	0
GCF_000620945.1_ASM62094v1	0
GCF_000235445.1_John_igna_ATCC_51276_V1	0
GCF_000157915.1_ASM15791v1	0
GCF_000403155.2_Bact_thet_dnLKV9_V1	1.1804824
GCF_900116875.1_IMG-taxon_2593339243_annotated_assembly	0
GCF_000622025.1_ASM62202v1	0
GCF_900128495.1_PRJEB18049	0
GCF_000487995.1_Muci_scha_ASF457_V1	0
GCF_000621785.1_ASM62178v1	0.07983727
GCF_900108375.1_IMG-taxon_2596583684_annotated_assembly	0.11949131
GCF_000621985.1_ASM62198v1	0
GCF_900119155.1_IMG-taxon_2593339149_annotated_assembly	0.06079202
GCF_000011065.1_ASM1106v1	0.15923095
GCF_900100095.1_IMG-taxon_2593339216_annotated_assembly	0
GCF_001543345.1_ASM154334v1	0
GCF_900107675.1_IMG-taxon_2693429854_annotated_assembly	0
GCF_000185705.2_Bilo_wads_3_1_6_V2	1.1256634
GCF_000384195.1_ASM38419v1	0
GCF_000154125.1_ASM15412v1	0.26420027
GCF_000195635.1_ASM19563v1	0
GCF_001688665.2_ASM168866v2	0
GCF_001553215.1_ASM155321v1	0.30627036
GCF_000307495.1_Para_merd_CL09T00C40_V1	0
GCF_000273315.1_Bact_xyla_CL03T12C04_V1	0
GCF_900114365.1_IMG-taxon_2651870357_annotated_assembly	0
GCF_000769475.1_ASM76947v1	0
GCF_001922325.1_ASM192232v1	0
GCF_000185545.1_ASM18554v1	0.06739468
GCF_900100465.1_IMG-taxon_2654588146_annotated_assembly	0.050943438
GCF_900109215.1_IMG-taxon_2654588124_annotated_assembly	0.2788767
GCF_000158075.1_ASM15807v1	0.98822165
GCF_000466485.1_ASM46648v1	0
GCF_000159995.1_ASM15999v1	0.051157784
GCF_900167385.1_IMG-taxon_2585428083_annotated_assembly	0
GCF_000482365.1_ASM48236v1	0
GCF_000238215.1_ASM23821v1	0
GCF_000403475.2_Lach_bact_3-2_V1	0
GCF_900112775.1_IMG-taxon_2599185221_annotated_assembly	0.55763936
GCF_900142115.1_IMG-taxon_2585428154_annotated_assembly	0.079694666
GCF_900099715.1_IMG-taxon_2593339241_annotated_assembly	0
GCF_900102475.1_IMG-taxon_2599185228_annotated_assembly	0
GCF_900101605.1_IMG-taxon_2595698227_annotated_assembly	0.04041249
GCF_900167555.1_IMG-taxon_2590828806_annotated_assembly	0.24265939
GCF_000396085.1_Ente_faec_B1933_V1	0
GCF_000798825.1_ZWU0011.1	0
GCF_000156675.1_ASM15667v1	0
GCF_000189595.1_Clos_symb_WAL_14163_V1	0
GCF_001434845.1_ASM143484v1	0
GCF_900141865.1_IMG-taxon_2585428091_annotated_assembly	0
GCF_000622085.1_ASM62208v1	0.07957192
GCF_000155205.1_ASM15520v1	0
GCF_000430565.1_ASM43056v1	0
GCF_000154205.1_ASM15420v1	0
GCF_900113155.1_IMG-taxon_2593339147_annotated_assembly	0.086128026
GCF_900081375.1_12641_2_43	0
GCF_000702245.1_ASM70224v1	0.03988424
GCF_001056335.1_ASM105633v1	0.43930027
GCF_000296465.1_Barn_inte_YIT_11860_V1	0.04199196
GCF_002254255.1_ASM225425v1	0
GCF_900078295.2_PRJEB13136	0
GCF_900176655.1_PRJEB20374	0
GCF_001011095.1_ASM101109v1	0
GCF_002257605.1_ASM225760v1	0
GCF_000307265.1_ASM30726v1	0.12502986
GCF_000586615.1_RaSY3	0
GCF_000423925.1_ASM42392v1	0
GCF_900130135.1_PRJEB18269	0
GCF_000403215.1_Lach_bact_A4_V1	0
GCF_000009925.1_ASM992v1	1.2416865
GCF_001435065.1_ASM143506v1	0
GCF_900100245.1_IMG-taxon_2606217752_annotated_assembly	0
GCF_000265365.1_ASM26536v1	1.691964
GCF_001435835.1_ASM143583v1	0
GCF_900101165.1_IMG-taxon_2619619006_annotated_assembly	0
GCF_000429145.1_ASM42914v1	0.15944704
GCF_002179515.1_ASM217951v1	0
GCF_000374505.1_ASM37450v1	0.18662746
GCF_000403355.2_Ente_caec_B7_V1	0
GCF_000160675.1_ASM16067v1	0.038241975
GCF_000702025.1_ASM70202v1	0
GCF_900114115.1_IMG-taxon_2622736590_annotated_assembly	0
GCF_001487105.1_Ruminococcus_phoceensis	0.16191319
GCF_000238055.2_Oribacterium_sp_ACB1_V2	1.6262952
GCF_900095495.1_B_ovatus_V975	0.28284082
GCF_000626635.1_ASM62663v1	0
GCF_000155875.1_ASM15587v1	0
GCF_001717525.1_ASM171752v1	0
GCF_001858005.1_ASM185800v1	0
GCF_000473955.1__oprFasNSB1	0.10419898
GCF_000242195.1_Erys_bact_21_3_V1	0
GCF_000702125.1_ASM70212v1	0
GCF_002208045.1_SJD12	0.04337544
GCF_000238695.1_Tannerella_sp_6_1_58FAA_CT1_V1	0
GCF_000403495.2_Lach_bact_10-1_V1	0
GCF_900155655.1_Prevotella_ihuae	0
GCF_000157955.1_ASM15795v1	0.24222244
GCF_000711825.1_ASM71182v1	0
GCF_000154825.1_ASM15482v1	0
GCF_900103815.1_IMG-taxon_2657245269_annotated_assembly	0
GCF_000327285.1_ASM32728v1	0
GCF_000621605.1_ASM62160v1	0.079469405
GCF_001688845.2_ASM168884v2	0
GCF_001481725.1_ASM148172v1	0
GCF_001535605.1_ASM153560v1	0.2713017
GCF_001078555.1_Parabacteroides_sp_D26_V1	0
GCF_000702205.1_ASM70220v1	0
GCF_000191805.1_Lach_bact_4_1_37FAA_V1	0.040360875
GCF_900104615.1_PRJEB16353	0
GCF_900113595.1_IMG-taxon_2657245270_annotated_assembly	1.0438389
GCF_000297735.1_Bact_frag_HMW_615_V1	0.3725176
GCF_900049235.1_C.symbiosum_MappedAssembly	0
GCF_000195315.1_ASM19531v1	0
GCF_001814145.1_ASM181414v1	0
GCF_001466305.1_ASM146630v1	0
GCF_000467855.2_ASM46785v2	0.5544009
GCF_000162275.1_ASM16227v1	0
GCF_900114405.1_IMG-taxon_2654588176_annotated_assembly	0.03613428
GCF_000307375.1_Para_john_CL02T12C29_V1	0
GCF_000424365.1_ASM42436v1	2.2563338
GCF_002218725.1_ASM221872v1	0
GCF_000424445.1_ASM42444v1	0
GCF_900128445.1_PRJEB18031	0.03987702
GCF_000209385.2_Lach_bact_2_1_46_FAA_V2	2.9432251
GCF_000312145.1_ASM31214v1	0
GCF_000022065.1_ASM2206v1	0.22482543
GCF_000273295.1_Bact_vulg_CL09T03C04_V1	0
GCF_900113415.1_IMG-taxon_2651870359_annotated_assembly	0
GCF_900018625.1_13566_1_59	0
GCF_002003555.1_ASM200355v1	0.03425818
GCF_002218605.1_ASM221860v1	0
GCF_900106755.1_IMG-taxon_2693429916_annotated_assembly	0.061384145
GCF_000312405.1_ASM31240v1	0
GCF_000493455.1_LhCIRMBIA951V1	0.1108712
GCF_900103685.1_IMG-taxon_2623620481_annotated_assembly	0
GCF_000424345.1_ASM42434v1	0
GCF_000209425.1_Lach_bact_6_1_63FAA_V1	0
GCF_000218445.1_Lach_bact_1_1_57FAA_V1	0.059824113
GCF_900128485.1_PRJEB18048	0.3573984
GCF_000312445.1_ASM31244v1	0
GCF_000154065.1_ASM15406v1	0.27496505
GCF_000970735.1_ASM97073v1	0.039812457
GCF_000331995.1_ASM33199v1	0
GCF_900095795.1_E5A	0
GCF_900101325.1_IMG-taxon_2596583543_annotated_assembly	0
GCF_000177015.3_Rumi_bact_D16_V2	0
GCF_002549775.1_ASM254977v1	0
GCF_900128905.1_IMG-taxon_2695420932_annotated_assembly	0.04014262
GCF_000426505.1_ASM42650v1	0.19926699
GCF_000235505.1_Clos_hath_WAL_18680_V1	0
GCF_900116075.1_IMG-taxon_2654588129_annotated_assembly	0.23565349
GCF_000220255.1_ASM22025v1	1.2728789
GCF_000745455.1_ASM74545v1	0
GCF_000239295.1_ASM23929v1	0
GCF_001436185.1_ASM143618v1	0.039912034
GCF_001998765.1_ASM199876v1	0.0369955
GCF_000155915.2_Lacto_jensenii_1153_V2	0
GCF_000010505.1_ASM1050v1	0.04341548
GCF_000621465.1_ASM62146v1	0.06950038
GCF_000156535.1_ASM15653v1	0
GCF_000411355.1_Copr_sp_HPP0048_V1	0.10007332
GCF_000224655.1_Bilophila_sp_4_1_30_V1	0.21521239
GCF_000439125.1_ASM43912v1	0.056324486
GCF_000424405.1_ASM42440v1	0.38738468
GCF_002222595.2_ASM222259v2	0
GCF_000427365.1_ASM42736v1	0
GCF_000371545.1_Clos_clos_90A6_V1	0.24558407
GCF_000218365.1_Bacteroides_sp_1_1_30_V1	0
GCF_001078425.1_Clos_bolt_WAL_14578_V1	0
GCF_000242155.1_Lach_bact_7_1_58FAA_V1	0
GCF_900157295.1_11A	0.13205768
GCF_001592745.1_ASM159274v1	0.9563035
GCF_001682215.1_ASM168221v1	0.7230227
GCF_900176335.1_IMG-taxon_2588254267_annotated_assembly	1.4741931
GCF_002217985.1_ASM221798v1	3.4832892
GCF_000297755.1_Bact_frag_HMW_616_V1	0.07985921
GCF_900102515.1_IMG-taxon_2593339224_annotated_assembly	0
GCF_000466505.1_ASM46650v1	0.039800677
GCF_000364265.1_Para_sp_ASF519_V1	0
GCF_000160135.1_ASM16013v1	0
GCF_000159875.2_Bact_sp_1_1_6_V2	0.20400086
GCF_000698925.1_ASM69892v1	0
GCF_002754155.1_ASM275415v1	0.054639984
GCF_000273055.1_Bact_dore_CL02T12C06_V1	0.03915709
GCF_000373705.1_ASM37370v1	0
GCF_000493555.1_LhCIRMBIA101V1	0.05178903
GCF_900100595.1_IMG-taxon_2593339217_annotated_assembly	0.2784185
GCF_900104565.1_PRJEB16354	0
GCF_001429415.1_Root670	0.11950595
GCF_900115735.1_IMG-taxon_2623620519_annotated_assembly	0
GCF_900109475.1_IMG-taxon_2606217762_annotated_assembly	0
GCF_001815865.1_ASM181586v1	0
GCF_000621865.1_ASM62186v1	0
GCF_000701625.1_ASM70162v1	0
GCF_001412315.1_ASM141231v1	0
GCF_001702095.1_ASM170209v1	0.25739908
GCF_001815315.1_ASM181531v1	0
GCF_000187895.1_ASM18789v1	0
GCF_000318195.2_ASM31819v2	0
GCF_000701545.1_ASM70154v1	0.35836822
GCF_000156495.1_ASM15649v1	0
GCF_000209405.1_Lach_bact_3_1_46FAA_V1	0.03235372
GCF_000154465.1_ASM15446v1	0
GCF_000154365.1_ASM15436v1	0
GCF_000934625.1_ASM93462v1	0.039952382
GCF_001185345.1_ASM118534v2	0
GCF_000349885.2_ASM34988v2	0
GCF_000622125.1_ASM62212v1	0
GCF_001244995.1_Intestinimonas_massiliensis	0
GCF_000382445.1_Bact_mass_DSM_17679_V1	0.04524209
GCF_000185605.1_ASM18560v1	0.03736678
GCF_000403825.2_Para_gold_dnLKV18_V1	0
GCF_002763575.1_ASM276357v1	0
GCF_900184975.1_Chimpanzee_2_2.fnasta	0
GCF_000424325.1_ASM42432v1	0
GCF_900142165.1_IMG-taxon_2585428171_annotated_assembly	0
GCF_000234155.1_Clos_clos_2_1_49FAA_V1	0.11993014
GCF_000159615.1_ASM15961v1	0.19258475
GCF_001547855.1_ASM154785v1	0
GCF_000429285.1_ASM42928v1	0
GCF_000381365.1_Bact_saly_DSM_18765_V1	0.06235357
GCF_900157255.1_ATCC49417	0.08636908
GCF_900115355.1_IMG-taxon_2623620483_annotated_assembly	0.038139906
GCF_000467835.1_ASM46783v1	0.13348298
GCF_000428565.1_ASM42856v1	0.059264217
GCF_000621285.1_ASM62128v1	0
GCF_900096725.1_TFUB4	0
GCF_900129135.1_IMG-taxon_2585428044_annotated_assembly	0
GCF_000225705.1_Coll_tana_YIT_12063_V1	0
GCF_000371685.1_Clos_bolt_90B3_V1	0
GCF_000270085.1_ASM27008v1	0.035029955
GCF_900142955.1_IMG-taxon_2588253509_annotated_assembly	0.039787017
GCF_000331715.1_ASM33171v1	0
GCF_001704645.1_ASM170464v1	0.046760414
GCF_001561955.1_ASM156195v1	0
GCF_000413355.1_Prev_oral_HGA0225_V1	0
GCF_900107485.1_IMG-taxon_2599185206_annotated_assembly	0
GCF_000273235.1_Bact_saly_CL02T12C01_V1	0
GCF_000307395.1_Para_gold_CL02T12C30_V1	0
GCF_001435345.1_ASM143534v1	0
GCF_000383295.1_ASM38329v1	0
GCF_000396285.1_Ente_faec_B2867_V1	0
GCF_900101315.1_IMG-taxon_2593339257_annotated_assembly	0
GCF_000307475.1_Paraba_sp_D25_V1	0.04168164
GCF_000160095.1_ASM16009v1	62.27569
GCF_000238835.1_ASM23883v1	0.080121905
GCF_002754015.1_ASM275401v1	0.07180854
GCF_000622105.1_ASM62210v1	0
GCF_001282685.1_Niameyia_massiliensis	0
GCF_000403435.2_Osci_bact_1-3_V1	0.3121773
GCF_900199595.1_IMG-taxon_2623620511_annotated_assembly	0.03982831
GCF_000225685.1_Erys_bact_2_2_44A_V1	0.03888841
GCF_000307345.1_Para_merd_CL03T12C32_V1	0
GCF_000218465.1_Lach_bact_2_1_58FAA_V1	0
GCF_002206105.1_SJD11	0.05958372
GCF_900167005.1_IMG-taxon_2585428076_annotated_assembly	0
GCF_000158655.1_ASM15865v1	0
GCF_000218425.1_Lach_bact_5_1_57FAA	0.060297165
GCF_000365025.1_ASM36502v1	1.0363692
GCF_001953935.1_ASM195393v1	0.15053567
GCF_900108895.1_IMG-taxon_2654588144_annotated_assembly	0.07618179
GCF_900109435.1_IMG-taxon_2593339146_annotated_assembly	0
GCF_000424605.1_ASM42460v1	0.058490787
GCF_900112885.1_IMG-taxon_2593339256_annotated_assembly	0
GCF_002119605.1_ASM211960v1	0
GCF_001659745.1_ASM165974v1	0.08994483
GCF_002754075.1_ASM275407v1	0.056011334
GCF_001436965.1_ASM143696v1	0
GCF_000205165.1_ASM20516v1	0.118672565
GCF_002549945.1_ASM254994v1	0.09271256
GCF_900083545.1_PRJEB13794	0
GCF_000154305.1_ASM15430v1	0
GCF_000424125.1_ASM42412v1	0.817872
GCF_900107545.1_IMG-taxon_2593339240_annotated_assembly	0.03978493
GCF_001678855.1_ASM167885v1	0
GCF_000158555.2_Erys_bact_D7_V2	0
GCF_000165775.1_ASM16577v3	0.038897317
GCF_000700805.1_ASM70080v1	0
GCF_000218385.1_Lach_bact_1_4_56FAA_V1	0
GCF_000273175.1_Bact_nord_CL02T12C05_V1	0.21740995
GCF_000318095.2_ASM31809v2	0
GCF_000091345.1_ASM9134v1	0
GCF_000297695.1_Bact_frag_HMW_610_V1	0.034449898
GCF_000467875.1_ASM46787v1	0
GCF_001692755.1_ASM169275v1	0
GCF_001244405.1_Eubacterium_massiliense	0
GCF_000154385.1_ASM15438v1	0.4440171
GCF_000621765.1_ASM62176v1	0.03982506
GCF_900119075.1_IMG-taxon_2593339237_annotated_assembly	0
GCF_000410615.1_ASM41061v1	0
GCF_900110975.1_IMG-taxon_2593339164_annotated_assembly	0
GCF_900097105.1_WK001	0
GCF_001580455.1_ASM158045v1	0.039858602
GCF_000469425.1_ASM46942v1	0.09902973
GCF_000156175.1_ASM15617v1	0
GCF_000270225.1_ASM27022v1	0.065309875
GCF_001647615.1_ASM164761v1	0
GCF_001454945.1_ASM145494v1	0
GCF_000425525.1_ASM42552v1	0
GCF_900106615.1_IMG-taxon_2651870364_annotated_assembly	0
GCF_001486665.1_Fournierella_massiliensis	0
GCF_900157345.1_AFR-5B1	0.07465853
GCF_000424465.1_ASM42446v1	0.09920211
GCF_000189615.1_Clos_symb_WAL_14673_V2	0
GCF_000190535.1_ASM19053v1	0.039830945
GCF_000621425.1_ASM62142v1	0
GCF_900155425.1_PRJEB18759	0
GCF_900103495.1_IMG-taxon_2593339220_annotated_assembly	0
GCF_000398925.1_Buty_pull_1_20_V1	0
GCF_001062165.1_ASM106216v1	0
GCF_001594285.1_ASM159428v1	0
GCF_000210575.1_ASM21057v1	0
GCF_000311925.1_ASM31192v1	0
GCF_002754035.1_ASM275403v1	0.05724782
GCF_900107835.1_IMG-taxon_2657244910_annotated_assembly	0
GCF_001881565.1_ASM188156v1	0.16578415
GCF_000157015.1_ASM15701v1	0.16718528
GCF_001721925.1_ASM172192v1	0
GCF_000379945.1_ASM37994v1	0
GCF_900157275.1_84-3	0.07245146
GCF_900096945.1_IMG-taxon_2675903067_annotated_assembly	0
GCF_000212375.1_ASM21237v1	0
GCF_000723745.2_PRJEB6027_Urmite	0
GCF_900104675.1_PRJEB16361	0.084953845
GCF_900112155.1_IMG-taxon_2593339152_annotated_assembly	0
GCF_001274615.1_ASM127461v1	0.30577144
GCF_000769385.1_ASM76938v1	0
GCF_000193395.1_ASM19339v1	0
GCF_900067125.1_ASM90006712v1	0.06086866
GCF_900143195.1_501571.5	0
GCF_000424145.1_ASM42414v1	0
GCF_000158335.2_Bact_dorei_5_1_36_D4_V2	0
GCF_900107785.1_IMG-taxon_2654588140_annotated_assembly	0.069392025
GCF_000209465.1_Lach_bact_F0167_V1	0.19800632
GCF_000144405.1_ASM14440v1	0
GCF_000184945.1_ASM18494v1	17.341965
GCF_001553405.1_ASM155340v1	0
GCF_900129995.1_IMG-taxon_2585428077_annotated_assembly	0
GCF_000423945.1_ASM42394v1	0.17347081
GCF_900110635.1_IMG-taxon_2593339258_annotated_assembly	0
GCF_900109715.1_IMG-taxon_2595698239_annotated_assembly	0
GCF_000157995.1_ASM15799v1	0
GCF_000237085.1_ASM23708v1	0.039710756
GCF_000296385.1_Clos_bact_OBRC5-5_V1	0
GCF_001997325.1_ASM199732v1	0.37465322
GCF_000403195.1_Bact_mass_dnLKV3_V1	0
GCF_900111185.1_IMG-taxon_2623620520_annotated_assembly	0
GCF_000379925.1_ASM37992v1	0.11905084
GCF_900108555.1_IMG-taxon_2593339145_annotated_assembly	0
GCF_000403235.1_Bact_vulg_dnLKV7_V1	0
GCF_000391985.1_Ente_faec_9731349-1_V1	0
GCF_002550015.1_ASM255001v1	0
GCF_000162175.1_ASM16217v1	0.057402123
GCF_000259235.1_ASM25923v1	0
GCF_900109005.1_IMG-taxon_2617270830_annotated_assembly	0.42278752
GCF_002763745.1_ASM276374v1	0
GCF_001546595.1_ASM154659v1	0
GCF_001750685.1_ASM175068v1	0.11959789
GCF_900120395.1_PRJEB18035	0.088884704
GCF_000702685.1_ASM70268v1	0
GCF_000245055.1_ASM24505v1	0.19924791
GCF_000178835.2_ASM17883v2	0
GCF_001578635.1_ASM157863v1	0
GCF_000424265.1_ASM42426v1	0
GCF_900100105.1_IMG-taxon_2593339210_annotated_assembly	0
GCF_000967245.1_ASM96724v1	0
GCF_000020605.1_ASM2060v1	0
GCF_001553145.1_ASM155314v1	0
GCF_001704315.1_ASM170431v1	0
GCF_000746155.1_ASM74615v1	0
GCF_900113005.1_IMG-taxon_2663762719_annotated_assembly	0
GCF_900120005.1_PRJEB18022	0
GCF_000154505.1_ASM15450v1	0.09965663
GCF_000467795.1_ASM46779v1	1.169613
GCF_900101295.1_IMG-taxon_2606217764_annotated_assembly	0.039530627
GCF_000701765.1_ASM70176v1	0
GCF_900086725.1_PRJEB13908	0
GCF_001318345.1_ASM131834v1	0
GCF_900070325.1_SD1D	0
GCF_900167105.1_IMG-taxon_2582581320_annotated_assembly	0.0395577
GCF_001535595.1_ASM153559v1	0.06503896
GCF_000020225.1_ASM2022v1	0
GCF_900111355.1_IMG-taxon_2634166323_annotated_assembly	0
GCF_002000665.1_ASM200066v1	0
GCF_000424105.1_ASM42410v1	0
GCF_000702085.1_ASM70208v1	0
GCF_000186105.1_Bacteroides_sp_3_1_40A_V1	0
GCF_000424285.1_ASM42428v1	0
GCF_000424005.1_ASM42400v1	0.11793473
GCF_000424525.1_ASM42452v1	0
GCF_000467815.1_ASM46781v1	0.083888106
GCF_000144625.1_ASM14462v1	0
GCF_000739415.1_ASM73941v1	0.04843444
GCF_900129025.1_IMG-taxon_2695420943_annotated_assembly	0
GCF_000969835.1_Para_gold_DSM_19448_V1	0
GCF_000307455.1_Para_dist_CL03T12C09_V1	0
GCF_000686965.1_ASM68696v1	0
GCF_000160035.2_ASM16003v2	0.12171601
GCF_000156515.1_ASM15651v1	0
GCF_000371605.1_Clos_clos_90A1_V1	0.14242941
GCF_000971515.1_ASM97151v1	0
GCF_002232035.1_ASM223203v1	0
GCF_002218965.1_ASM221896v1	0
GCF_002754135.1_ASM275413v1	0.06864741
GCF_900021155.1_CHCKI003	0.85950166
GCF_000424085.1_ASM42408v1	0
GCF_002079925.1_ASM207992v1	0
GCF_001652145.1_ASM165214v1	0
GCF_000006625.1_ASM662v1	0
GCF_000333595.1_ASM33359v1	0
GCF_900109965.1_IMG-taxon_2593339260_annotated_assembly	0.22686416
GCF_000210615.1_ASM21061v1	0
GCF_900109635.1_IMG-taxon_2623620522_annotated_assembly	0
GCF_002706705.1_ASM270670v1	0.4773332
GCF_000162535.1_ASM16253v1	0
GCF_000261025.1_ASM26102v1	0.15185001
GCF_000621505.1_ASM62150v1	0
GCF_001261775.1_Anaeromassilibacillus_senegalense	0
GCF_900112085.1_IMG-taxon_2651870361_annotated_assembly	0
GCF_000145035.1_ASM14503v1	0
GCF_900184995.1_PRJEB20927	0
GCF_000745845.1_ASM74584v1	0
GCF_000174895.1_ASM17489v1	0
GCF_900130025.1_IMG-taxon_2585428081_annotated_assembly	0
GCF_000382465.1_Bact_sp_HPS0048_V1	0.13323411
GCF_000539515.1_Stap_aure_LAMC0001_V1	0
GCF_900102235.1_IMG-taxon_2593339165_annotated_assembly	0
GCF_000243015.1_Prev_macu_OT_289_V1	56.288418
GCF_900169975.1_PRJEB20005	0
GCF_001578575.1_ASM157857v1	0
GCF_000196175.1_ASM19617v1	0.95667785
GCF_001636135.1_ASM163613v1	0
GCF_000702265.1_ASM70226v1	0
GCF_001297745.1_ASM129774v1	0.068535455
GCF_900102595.1_IMG-taxon_2623620521_annotated_assembly	0
GCF_001678845.1_ASM167884v1	0.07943479
GCF_002201495.1_ASM220149v1	0
GCF_000153925.1_ASM15392v1	0.03821029
GCF_000621925.1_ASM62192v1	0
GCF_000424565.1_ASM42456v1	0
GCF_900167215.1_IMG-taxon_2585428116_annotated_assembly	0
GCF_001717135.1_ASM171713v1	0.041940544
GCF_002091975.1_ASM209197v1	0.18405841
GCF_000273155.1_Bact_frag_CL07T12C05_V1	0.2308021
GCF_000746015.1_ASM74601v1	0
GCF_001580115.1_ASM158011v1	0
GCF_000424425.1_ASM42442v1	0.04452869
GCF_900184965.1_Mouse_2_MG.fnasta	0.07880184
GCF_900142645.1_IMG-taxon_2642422560_annotated_assembly	0.3286024
GCF_000403295.1_Lach_bact_M18-1_V1	0
GCF_001578555.1_ASM157855v1	0
GCF_000403335.2_Lach_bact_COE1_V1	0
GCF_001305595.1_ASM130559v1	0
GCF_000162415.1_ASM16241v1	0
GCF_000154105.1_ASM15410v1	0
GCF_900113655.1_IMG-taxon_2606217763_annotated_assembly	0
GCF_001487165.1_Blautia_massiliensis1	0
GCF_002078855.1_ASM207885v1	0
GCF_000157075.2_Bact_sp_9_1_42FAA_V2	0
GCF_000498675.1_ASM49867v1	0.039229468
GCF_000162015.1_ASM16201v1	0
GCF_900142265.1_IMG-taxon_2585428190_annotated_assembly	0.0780122
